record_id,title,class_no_book_no,intent,depth,publisher,pages
3d879af47c972b7bd43cb387899856d0,"innovations and advanced techniques in systems, computing sciences and software engineering",004 ell,,,,"xv, 569 p.;"
1c8a7751a4ea92216f15a798e3aee037,wireless and mobile communication,621.3821 pal,,,,"xii, 276 p.;"
3103586384769cf0705c5c7a6938e7ae,"fundamentals of microwave engineering : principles, waveguides, microwave amplifiers and applications",621.3813 sin,,,,"x, 393 p.;"
27eb472fc99a03eef5cb8edd2a0176ee,wireless communications,621.384 nat,,,,"xvi, 219 p.;"
7ab6b12d7c1a8ccbc7cb66dc6523d445,ajax construction kit : building plug-and-play ajax applications,006.786 mor,,,,"xvii, 291 p.;"
b7d8c4205a868c0e4d06107101229760,soa: principles of service design,004.22 erl,,,,"xxxii, 573 p.;"
f30768b6373504a780f7281452403c3b,user interface design for mere mortals,005.437 but,,,,"xxiii, 286 p.;"
2357567b4b5b307a84e9520df34db860,Consuming Life,306.3 bau,,,Polity,160 p;
ca0286a34cf3a6cabb28f5a553fc4a64,liquid love : on the frailty of human bonds,302.545 bau,,,,"xiii, 162 p.;"
b67330fcba355d5f6488eac119d193f1,liquid times : living in an age of uncertainty,303.4 bau,,,,115 p.;
6e46a3c8e95226c6c0abf7ea54436fce,"science of empire : scientific knowledge, civilization, and colonial rule in india",306.450954 bab,,,,"viii, 298 p.;"
c16104563c31d9c964eccf33961e70a5,discrete mathematics with algorithms,510 alb,,,,"xiii, 546 p.;"
becf283db0f296be322c90ea05b16d2f,security and cooperation in wireless networks : thwarting malicious and selfish behavior in the age of ubiquitous computing,005.8 but,,,,"xvii, 485 p.;"
38c788735378b9b5ee88a44e1d95e738,watershed development and livelihoods : people's action in india,954.3004 das,,,,242 p.;
aee2712f0654b7ad26c9f16881003afe,The Conceptual Foundations of Quantum Mechanics,530.12 eis,,,American Mathematical Soc.,"xii, 148 p.;"
2de89b6db5ea6228e73ba86a84939734,india's turn : understanding the economic transformation,338.954 sub,,,,"xvii, 237 p.;"
7f139736ad9d5d5c0e88bae1c9c9d1f6,history of japan : from stone age to superpower,952 hen,,,,"xiii, 264 p.;"
2692ec60ab739465179814589980e1a7,world party : the rough guide to the world's best festivals,910.202 rou,,,,400 p.;
c19106f3a35cd8a9254947cabfbf8a42,atomised,843.914 hou,,,,379 p.;
3e14af443116946cdfebddb7187e7f9f,architecture of deconstruction : derrida's haunt,720.1 wig,,,,"xv, 278 p.;"
63e8fdb3c6524e197a3799dca6a94c52,against architecture : the writings of georges bataille,848.91209 hol,,,,"xxiii, 201 p.;"
ee06cd56ca8ef50b0bd053a81182a8f4,on liberty and other essays,323.44 mil,,,,"xxxv, 592 p.;"
1503f7c20a55e8cd91ff4ec24a2bb601,on individuality and social forms : selected writings,302 sim,,,,"lxv, 395 p.;"
1e2f60e2f8b6454cc56024e27b8318f5,"white walls, designer dresses : the fashioning of modern architecture",729 wig,,,,"xxvi, 424 p.;"
78f05cce443b25adafacca97668fa71f,Advances in Knowledge Discovery and Data Mining,001.4225028563 fay,,,,"xiv, 611 p.;"
c714ba65a0de790696eb8775ca07d398,Augmented Learning,371.337 klo,,,MIT Press,"xvii, 251 p.;"
ebf11263fe1a31386a2a5a3ef4331bba,"Digital Culture, Play, and Identity",794.8 cor,,,MIT Press,"viii, 304 p.;"
1638979171e5ede94d2416f54eef8d27,in search of prosperity : analytic narratives on economic growth,338.9 rod,,,,"vi, 481 p.;"
676927728ae7c479be25bc46f3ff871b,cellular automata machines : a new environment for modeling,511.3 tof,,,,"ix, 259 p.;"
d8f983005b99377d75b3a100fcdb6305,applied nonstandard analysis,515 dav,,,,"xi, 186 p.;"
cdd3c0a6545d09bd90e7e952f03fadd2,"elementary mathematics from an advanced standpoint: arithmetic, algebra, analysis",510 kle,,,,"x, 274 p.;"
58fe990ed594f3e58e0ae5622793d12e,elementary mathematics from an advanced standpoint: geometry,372.7 kle,,,,"ix, 214 p.;"
6bf6387532196288fa82a4e2c1541e0b,"ruminations of a gadfly : persons, places, perceptions",303.4 kha,,,,410 p.;
6090fcb350333157b2c72b6d9392e338,trees,511.52 ser,,,,"ix, 142 p.;"
a7204e689b25e91173e1806213804893,abstract algebra,512.02 kum,,,,315 p.
2a59083c9a3068aeaabeb86dd7094ad8,modern cryptology : a tutorial,004 bra,,,,"vi, 107 p.;"
a8902a3d263298fda84968ece3bbda7c,speech sounds and features,414 fan,,,,"xi, 227 p.;"
46a501b6b58a1f98bdbc9a708d66c5f1,"multi-carrier spread-spectrum 2007 : proceedings from the 6th international workshop on multi-carrier spread spectrum, may 2007, herrsching, germany",621.382 pla,,,,"x, 436 p.;"
32466d5af38c5dfcb742c04040b8e5fb,castoriadis reader,300 cas,,,,"xxv, 470 p.;"
0f6058f8e462733c0d568fc4507bbadc,postmodern ethics,170 bau,,,,"vi, 255 p.;"
b84b8bb0b0c9b8b78d0f78c1c13dcd49,bauman reader,301 bei,,,,"xi, 365 p.;"
07e5a878b278617556b2abf122322726,Derrida on Time,115.092 hod,,,Psychology Press,"xv, 256 p.;"
716c80b41f21e81ad6ff7916585d1275,data flow analysis : theory and practice,004.35 khe,,,,"xiii, 386 p.;"
606efd006e4d50cc3e68812e99225e7b,on landscapes,712.2 her,,,,"x, 150 p.;"
56c860a8ea277fce0e9159514ab2278c,on criticism,700.1 car,,,,"viii, 210 p.;"
2af414c138cc65a84357c6a0bb4d897c,on the internet,004.67801 dre,,,,"xii, 168 p.;"
92eb5e641a9c9317b5364386e43e9f39,wavelets in medicine and biology,610.28 ald,,,,616 p.;
ba2ca4d148524a77d02691820baddc7c,computational biology and genome informatics,572.860285 wan,,,,"viii, 257 p.;"
e353caa8a74ac6e98db9e91be12649d1,"Big Java: Compatible With Java 5 & 6, 3Rd Ed",005.133 hor,,,John Wiley & Sons,"xxxvii, 1204 p.;"
73ec63411cb2e3a695bef82f8e75debe,on architecture,720.1 rus,,,,"xv, 178 p.;"
c255b6de39ef5623f72a61719b801859,speech recognition : theory and c++ implementation,006.454 bec,,,,"xvii, 407 p.;"
a3dc4c60c0a14a0b2b0741ebcada0586,introduction to probability,519.2 ber,,,,"xi, 528 p.;"
18e2bd0672dc06a114425d71058129dc,mastering javaserver faces,005.2762 dud,,,,"xix, 456 p.;"
a0aaec89daf173606007adcc672dd694,professional search engine optimization with asp.net : a developer's guide to seo,005.276 dar,,,,"xix, 410 p.;"
e0e9cfb1585f5e7802700b660f580015,professional apache tomcat 6,005.71376 cho,,,,"xxviii, 629 p.;"
1f1594be5a09fe9c6f92f3d404cb14c0,professional eclipse 3 for java developers,005.133 dau,,,,"xx, 575 p.;"
d57f0542a808f42738df876579741dd7,professional asp.net 2.0 ajax,006.76 gib,,,,"xx, 307 p.;"
482dc366af4dc27dace7f5742ab8050e,photonic devices,621.381045 liu,,,,2 vol.;
98d5a82b1d901eec36969595ce2fc8cc,mathematical analysis i,515 zor,,,,"xviii, 574 p.;"
3d1c8c6e79011c7e8cd31a537a27f8d7,energy harvesting technologies,621.312 pri,,,,"xx, 517 p.;"
7b6c355f604877e460069dc621fa9089,stability and stabilization : an introduction,515.35 ter,,,,"xv, 457p.;"
17550f75782df74c6b2ef420d2864c4c,computer system organisation,004.22 jot,,,,"xvi, 350 p.;"
65bc2a1081b2167b51bd20e1af1b2798,smrutibhrans na pagle pagle,891.4709 dev,,,,125 p.;
8b1723eac8fe6db6f2e9ffc2b960c3ae,learning from disaster : risk management after bhopal,363.17910954 jas,,,,"xiii, 291 p.;"
b581a051a9144c3085d91ee91507dea2,virtual marshall mcluhan,302.23092 the,,,,"xx, 305 p.;"
6ccde84cb0f74c358320b24d9c39e36e,professional issues in information technology,004.068 bot,,,,"xxi, 242 p.;"
6382762684282f36bbbb301730d871d6,network security architectures,005.8 con,,,,"xxxix, 739 p.;"
b430b1c7794f4872fecc9c682f8a26ad,time of our singing : a novel,813.54 pow,,,,631 p.;
12b6f62ecb1555da71af0cfac28850bf,Society under Siege,303.4 bau,,,Polity,"vi, 256 p.;"
8ddebe0a94658b84df996cb3571aca83,Steps to Water,725.9 liv,,,Princeton Architectural Press,"xxv, 211 p.;"
9a7cd232e8c7dc234729ef19fef927e9,serendipity machine : a voyage of discovery through the unexpected world of computers,004 gre,,,,"ix, 206 p.;"
df851796ea9b7be99084bda47c9810da,broadband explosion : leading thinkers on the promise of a truly interactive world,384.33 aus,,,,"xii, 371 p.;"
667eae7a05617f415e39617c1736e8d9,principles of data management : facilitating information sharing,005.74068 gor,,,,274 p.;
0eea07eaa10dde97de19f5c140698feb,from servants to masters?,658.00954 rao,,,,426 p.;
c77de13f94c9fd3b3ac1f7e085cbb5a1,in search of sustainable livelihood systems : managing resources and change,307.14120954 bau,,,,382 p.;
4b9c8888d4db6d4d64f160d0aebb09a9,good government in the tropics,320.83098131 ten,,,,"xi, 221 p.;"
88d5a060cb9dce3d57909d8842b0a87b,origin of species revisited : a victorian who anticipated modern developments in darwin's theory,576.82094109034 for,,,,"x, 274 p.;"
61694653af34799392f6f968e924693e,Methods for Community Participation,307.14120954 kum,,,,333 p.;
56fb9cd2da8242a8f28b267b0fcca36e,digital watermarking for digital media,005.82 sei,,,,"ix, 262 p.;"
7fbe36f8cf4ed632eae9b9af2119073b,Digital Images,621.3827 gre,,,McGraw-Hill Companies,"xxiv, 431 p.;"
0a99c2403b4c386fd4799d7de7c74d1e,innovative approaches to undergraduate mathematics courses beyond calculus,510.071 mah,,,,"xiii, 172 p.;"
01f365a5af8c013c132d6b7545dfc524,first fruit : the creation of the flavr savr tomato and the birth of genetically engineered food,635.642233 mar,,,,"xvi, 269 p.;"
1e5f27b53f02f7af8051608c888b1db7,beginning asp.net 2.0 in c# 2005 : from novice to professional,005.276 mac,,,,"xxxiii, 1148 p.;"
972b8daa8cc7deb894c6ad7a6580122b,algebra for computer science,004.0151 gar,,,,"ix, 198 p.;"
aebe9be3e48e24989ce58a668af63738,Fundamentals of Semiconductor Devices,621.38152 lin,,,Krieger Publishing Company,"x, 486 p.;"
f8c10bc84c3ca0e76ac7d2b0d937fcb3,information and communication technology for intermediate gnvq,004 mil,,,,"vi, 182 p.;"
5d03df8ee8e5c5f1af963784df35a856,digital bus handbook,621.3981 dig,,,,1 vol.;
b810da793b6ad03db5d471ce81fcaadf,microchip fabrication : a practical guide to semiconductor processing,621.38152 van,,,,"xii, 642 p.;"
16154290c4ee104237216a428c986955,nano-hype : the truth behind the nanotechnology buzz,620.5 ber,,,,521 p.;
82f9f8d9ea51e53c5581e2da69bbe344,fourier integral and its applications,517.355 pap,,,,"ix, 318 p.;"
2d3690728a710fe864db1789d6794fff,foundations of interconnect and microstrip design,621.38132 edw,,,,"xx, 512 p.;"
c059a25961b2a17ead0589ce6efcf617,vulnerability analysis and defense for the internet,005.8 sin,,,,"xvi, 254 p.;"
a2862801fbdea7ffea602bf2fc463309,information architects,741.6 wur,,,,235 p.;
f740a7821177b7a90c8861b342614863,anti-personnel landmine detection for humanitarian demining : the current situation and future direction for japanese research and development,623.26 fur,,,,"xxiii, 211 p.;"
7991cbe038dbbf034cc9381e14e8ec40,north and south,823.8 gas,,,,"xxviii, 450 p.;"
a863ec68180399a78d55b8391d70939e,"advances in computational intelligence in transport, logistics, and supply chain management",388 fin,,,,"xii, 275 p.;"
5954b416b0b2a2d5104450aa3a94a30c,variational methods : applications to nonlinear partial differential equations and hamiltonian systems,515.64 str,,,,"xx, 302 p.;"
96cab302ff5b63e29c960fa25a460b6e,Christopher Unborn,863.64 fue,,,Dalkey Archive Press,"xi, 531 p.;"
668ea4e5422102f6018dd223f1218975,Flesh and Machines,629.892 bro,,,Pantheon,"x, 260 p.;"
0fb05eb508d206b2cc9f0bfd20ee6434,Model Predictive Control System Design and Implementation Using MATLAB®,629.8 wan,,,Springer Science & Business Media,"xxix, 375 p.;"
4f2882bca88fed1ceaa15a50319547e1,theory and practice of uncertain programming,005.1 liu,,,,"xi, 202 p.;"
968cd064667b3a89eb7c8fb5ff65bf5f,fifth miracle : the search for the origin and meaning of life,576.83 dav,,,,304 p.;
12addf5dc578881bd50fafc119b3f212,"from the calculus to set theory, 1630-1910 : an introductory history",510.9 gra,,,,"viii, 306 p.;"
1e08909332a38cf044fc353e1d723b99,nonzero : the logic of human destiny,303.4 wri,,,,435 p.;
1c52a9647acda68435dc38752cd52aa9,ramayana of valmiki : an epic of ancient india. volume v : kiskindhakanda,294.5922 val,,,,"xvi, 397 p.;"
19cf7789dfa3f62ada8182e38ee7b661,russian fairy tales,398.20947 afa,,,,661 p.;
18f0e25bc60ef45d8a838cef0110b562,echo maker,813.54 pow,,,,451 p.;
ebf1fbb1af206721866578ae3863c871,Tree of Knowledge,612.8 mat,,,Shambhala,269 p.;
7e3b3eaf80884e6261f4968a5a982200,Augustine of Hippo,270.2092 bro,,,Univ of California Press,"xi, 548 p.;"
654e718d77cbb990ca3edd80cff8c1ce,Code Craft,005.1 goo,,,No Starch Press,"xxxvi, 580 p.;"
1545d53f50c228d3e610445d0274d70c,Designing BSD Rootkits,005.3 kon,,,No Starch Press,"xvii, 136 p.;"
784fea0265b5abf7a9e34d932ccd28d9,origin of wealth : the radical remaking of economics and what it means for business and society,338.9 bei,,,,"xiv, 527 p. ;"
fc266fce7dfd82f6dee862971ed288e5,advances in information systems development : new methods and practice for the networked society,658.438 mag,,,,vol. 530 p.;
d5aceba9294558e3470b4d5ebad43041,Genealogies of Religion,306.6 asa,,,,335 p.;
556a199ef33c1f9b7ab2cbde64c3bd95,Computer Algebra Recipes,501.51 enn,,,Springer,"x, 372 p.;"
6b8b1675afad68739bfb7e5251e66894,complex numbers from a to z,512.788 and,,,,"xi, 321 p.;"
a54393407f823c91a29af29ff9bf9d99,"Deduction, Computation, Experiment",121.65 lup,,,Springer,"xii, 279 p.;"
3f9a9e9a90bcbfbb3aeae666c940ef20,Expounding the Mathematical Seed. Vol. 1: The Translation,510 kel,,,Birkhäuser,"Liii, 172 p.;"
2d9bcc7815f518aaab4464b1edb4eae1,geometric fundamentals of robotics,629.892 sel,,,,"xv, 398 p.;"
437656a9c4863a7f9a6d20ba7d839b31,computer algebra recipes : an introductory guide to the mathematical models of science,530.0785 enn,,,,"x, 430 p.;"
b78f00cea6a5fd654a0149014ade4f3f,concise approach to mathematical analysis,515 rob,,,,"xiii, 366 p.;"
30a0ff485aa0c255a2ef34dd21439b9e,dynamical systems with applications using matlab,514.74 lyn,,,,"xv, 459 p.;"
11ac6b1e69805945924f50d7d27a7a75,"introduction to modern number theory : fundamental problems, ideas and theories",512.7 man,,,,"xv, 514 p.;"
1e264a6eecea997db1fe58e160daefe6,algorithmic adventures : from knowledge to magic,005.1 hro,,,,"xiii, 363 p.;"
900aad0c20cfbc2e47a39ae63f09b9f5,Abstract Linear Algebra,512.5 cur,,,Springer Science & Business Media,"x, 168 p.;"
986fc3fcd7f0e6e6c37acf777886f7e2,formal languages and compilation,005.453015113 cre,,,,"xii, 364 p.;"
cbbc5871303470c212b95dfc511bca36,power trade-offs and low-power in analog cmos ics,621.39732 san,,,,"xix, 214 p.;"
60b99fc0a9204383cfdc899d4cdb7ed7,Analog Circuit Design,621.3815 hui,,,Springer Science & Business Media,"ix, 405 p.;"
b7d7fa3af1ce1a3d12697ec3c8e8a704,advanced topics in computational number theory,512.70285 coh,,,,"xv, 578 p.;"
5d3e8d9b61701b0dbf1f69764624b197,analysis for applied mathematics,515 che,,,,"viii, 444 p.;"
56d8b6d658a157d844515af12b314b92,cluster analysis for data mining and system identification,006.312 abo,,,,"xviii, 303 p.;"
2859b010487ee7106a3ba82bd5970e5d,analog signal generation for built-in-self-test of mixed-signal integrated circuits,621.381548 rob,,,,"viii, 122 p.;"
6c3bd2c123c41af140e0b3d30d88460f,basic mathematics,512 lan,,,,"xv, 431, 44 p.;"
c8a81cc699d125e3c2d5235bdae09440,exercises in functional analysis,515.7 cos,,,,"x, 451 p.;"
085adfc367066a2459110b743101e5ea,lectures on discrete geometry,516 mat,,,,"xvi, 481 p.;"
020d1d8cd52b37d1141a683e01ce4029,"fourier analysis and applications : filtering, numerical computation, wavelets",515.2433 gas,,,,"xviii, 442 p.;"
bc70d0e9ce97d93071170d145bdf9d3f,intersection theory,516.35 ful,,,,"xiii, 470 p.;"
dc841c8e502c4198dcdb4f5bb90e580d,lectures on modules and rings,512.4 lam,,,,"xxi, 557 p.;"
f1bc843ba0e9d0a9076004e0ecf2c864,measure theory,515.42 doo,,,,"xii, 210 p.;"
314ec249ff586fc7f6417bc00dfde0f1,number theory in function fields,512.7 ros,,,,"xii, 358 p.;"
c3ecb675c28c44e2a796ddccbbe4ce78,lie groups and lie algebras : chapters 1-3,512.55 bou,,,,"xvii, 450 p.;"
f4c27e30aed73038c69a9cfa2ffa03e7,problems in real and complex analysis,515 gel,,,,"ix, 488 p.;"
c54525392b959e3628a86270fc84a149,principles of random walk,519.282 spi,,,,"xii, 408 p.;"
74cc98bb5380d13ef54669833d0c49f8,solutions manual for lang's linear algebra,512.5 sha,,,,"xi, 183 p.;"
131f34cff802be248748daad6cf97efd,"sphere packings, lattices, and groups",511.6 con,,,,"xxvii, 663 p.;"
cb8cb96e13d4a6e59ec5797b6b7e7d37,theory of function spaces ii,515.2433 tri,,,,"viii, 370 p.;"
602ffbf277e8f345fcf959f31abb3813,video coding : the second generation approach,621.38833 tor,,,,"xiv, 433 p.;"
ad82da6a1c06e2676daaa920272ff783,weakly differentiable functions : sobolev spaces and functions of bounded variation,515.73 zie,,,,"xvi, 308 p.;"
3785719c64b7976c709ec65e67f41ef9,uncertainty modeling and analysis,624.015195 kus,,,,"viii, 407 p.;"
cd586cfddcf4a24935a28c3ce5d3715d,roadside picnic,808.838 str,,,,145 p.;
57aa97a1a007d04fa70807af3f2d5bad,"national conference on mobile computing, october 17-18, 2009, proceedings",621.38456 beg,,,,"xvi, 359 p.;"
da4eb0630ec3e45c1708c44d77c0c0db,discoverers,909 boo,,,,"xvi, 745 p.;"
3a55392cc546375f3a7514651f06cee7,Dragonflight,823.914 mcc,,,Del Rey,304 p.;
cc0add842e5ce8ee618c74104673c80c,Flowers for Algernon,813.54 key,,,Houghton Mifflin Harcourt,311 p.;
8e8eefaed7c8d844d2a4cd4c7cdac49e,Feersum Endjinn,823.914 ban,,,National Geographic Books,311 p.;
c68e88036f7b5bec6ceea3161b87494b,captive mind,943.8 mil,,,,251 p.;
2c54b8fa04ec4364d5e9cbe97d09530c,enigma of arrival : a novel,823.914 nai,,,,354 p.;
b788510e31bb94a107539f97018d625d,elvissey,813.54 wom,,,,319 p.;
9ec4d86e393276058a19015d6c7e6ceb,In the Skin of a Lion,813.54 ond,,,National Geographic Books,243 p.;
095b2b5a03ce016df292c803ad9bb7fb,labyrinth of solitude and the other mexico; return to the labyrinth of solitude; mexico and the united states; the philanthropic ogre,306.0896872 paz,,,,398 p.;
7cdcf5a736e732457423d9eaaeb09232,rise of endymion,813.54 sim,,,,709 p.;
e2942d77bf11f65c3da1cccd03401135,"way life works : the science lover's illustrated guide to how life grows, develops, reproduces, and gets along",574 hoa,,,,"xxi, 233 p.;"
c00958e60593752c0ca403b219ce0ed1,woman in white,823.8 col,,,,"xxxiii, 635 p.;"
38998f249d9489d95622ae19887b90ba,doris lessing : conversations,823.914 les,,,,"xv, 248 pp.;"
a82bfe2a0b3f0a6152ead702b58e707c,theater and its double,792.04 art,,,,159 p.;
95ac2a6592c9f794ef23b4ca674d4d39,algebra,512 art,,,,"xviii, 618 p.;"
9f2f1ea7c152fedd5ce76a6c70b4cf68,c++ how to program,005.133 dei,,,,"xlvii, 1429 p.;"
e18f3e4c237b1e6a4f2518282a0589b9,c : how to program,005.133 dei,,,,"xxxi, 1130 p.;"
36a5a19d81dc9aaff956982b97a65fa4,Engg Circuit Anal 6E-Iae,621.3192 hay,,,,"xviii, 781 p.;"
a542e4a90a5d447dfd676a34d737c209,Foundations of Analog and Digital Electronic Circuits,621.3815 aga,,,,"xxiv, 984 p.;"
5255845e4f6949ec007e42cfdd81baff,CMOS VLSI Design,621.395 wes,,,Pearson Education India,"xxi, 659 p.;"
29436228cf9f2af4872a508fc5a2d681,Key to Health,613 gan,,,,"xvi, 45 p.;"
6dbaf967845a2336c32ce78068ff7528,introduction to cryptography with coding theory,005.82 tra,,,,"xiv, 577 p.;"
2d524e660334c67f8aeaf94f457c5039,ibm pc assembly language and programming,005.265 abe,,,,"xiv, 545 p.;"
eddc24d39ebd4ed57ca25ac087e6dc5c,java : how to program,005.133 dei,,,,"xliv, 1579 p.;"
c6f19cbf2c6007e55c6855ec5030db58,optics,535 gha,,,,1 vol.;
344e039a2e9b0504d216c570e106fd9f,Spring in Action: Updated for Spring 2.0 (Second Edition),005.2762 wal,,,Dreamtech Press,"xxxiv, 730 p.;"
061c254c10253be42157688e65d675ab,brain-mind machinery : brain-inspired computing and mind opening,006.32 ngg,,,,"xii, 371 p.;"
23f82933707d0813febd23db4f0ed359,contentious politics and democratization in nepal,320.95496 law,,,,348 pp.;
11bc5732e549151800ea2509dee8422d,algebraic automata theory,511 hol,,,,"xi, 228 p.;"
a549ad8b07c122f7dce33c103f3a4f52,struts 2 in action,006.78 bro,,,,"xxviii, 404 p.;"
d41cc1edbe2f717d3ff843a2be375611,dynamic spectrum access and management in cognitive radio networks,621.384 hos,,,,"xvi, 487 p.;"
781ef769b68e4229878d27ebbca1d8d8,Excitonic and Vibrational Dynamics in Nanotechnology,620.5 kil,,,Pan Stanford Publishing,"xi, 188 p.;"
6a45b2654c7bc26f8ece7e368f2957aa,innovation and strategy of online games,338.477948 wij,,,,"xx, 220 p.;"
0d5356e7521ce657173a9577478f621e,Interfacing Geostatstics and GIS,551.015195 pil,,,Springer Verlag,"xv, 282 p.;"
b7d33ab53defb18f070be0a13687fb64,dynamical modeling and analysis of epidemics,614.4015118 maz,,,,"xiii, 498 p.;"
639b80ee5b7e166cb62385ae7e83bee6,how to write and publish a scientific paper,808.0665 day,,,,"xv, 302 p.;"
5f41623e1842117ca28d74374b94f918,mathematical bridge : an intuitive journey in higher mathematics,510 hew,,,,"xxii, 649 p.;"
300721c1fa16ad85665ab1035b089296,Physical Biology,570 zew,,,World Scientific,"xiii, 567 p.;"
fc22500509ef5a463a623b8c9ca57e03,paradigm called magnetism,538 dat,,,,"xii, 190 p.;"
5b435107ead670b92e6023a4bb8085b3,Practical Guide to Computer Simulations,003.3 har,,,World Scientific Publishing Company Incorporated,"xiii, 368 p.;"
fc2f647a26909e4eaaf962e0241c88ef,"modeling, computation and optimization",511.8 neo,,,,"xvii, 330 p.;"
e36fcf2f1b3ae955c66099d8ded94304,power microelectronics : device and process technologies,621.38152 lia,,,,"xv, 413 p.;"
9d9bf160a7c6bced9cf0186de9de27f4,quantum mechanics,530.12 aul,,,,"xxxi, 724 p.;"
9bcbf33d9d430c41df0c707040f30121,carbon nanotube electronics,621.3815 jav,,,,"x, 266 p.;"
6b12248d4a1a39713ea64d5543b2fd77,Differential Geometry and Statistics,519.5 mur,,,CRC Press,"xiii, 272 p.;"
799711249891fe52ab5eebb652f9ca89,search for certainty : on the clash of science and philosophy of probability,121.63 bur,,,,"xiv, 255 p;"
af4c53e2d813deffbb9fcda6d2f61bc2,universal algebra and coalgebra,512 den,,,,"xii, 278 p.;"
7aa22956fb4a29df544de0a79bf40e6a,complex analysis,515.9 fre,,,,"x, 532 p.;"
41a57144f4964a5a6e9c2e8845f46f8b,Flag Varieties,512.7 lak,,,,"xiv, 272 p.;"
6ea55b0b1c7ee6eebc00443240346c8d,The G N Devy Reader,891.4 dev,,,,1 vol.;
77a9a257d11fafa0f7666e2229947232,functional analysis,517.98 kes,,,,"vii, 269 p.;"
051acb8db8e90e4595b4a5b60eb637ee,handbook of systems engineering and management,620.001171 sag,,,,"xxiii, 1476 p.;"
83d0804700841608583456a3e78f3080,geometry of infinite-dimensional groups,512.482 khe,,,,"xii, 304 p.;"
564bfdb7c9dd12c4b09c9f0a6b866998,going beyond google : the invisible web in learning and teaching,025.042 dev,,,,"xi, 156 p.;"
e9ac810b7179f50dfd879ea8ca978020,india and global crisis,338.954 ach,,,,171 p.;
c35c774ed8746f0461d5f5fceef2283d,india and the global financial crisis : managing money and finance,332.0420954 red,,,,"xvi, 397 p.;"
1a1595cd3e40fc8519d6e87ef7a6524a,Inequalities,517.51 ven,,,Hindustan Book Agency,"vi, 392 p.;"
230f93db4584a08351391cde6fed8baa,Molecular Epidemiology of Microorganisms,579 cau,,,Humana Press,"xi, 321 p.;"
2239dcab243db26505c4118f46071777,"indigeneity : culture and representation : proceedings of the 2008 chotro conference on indigenous languages, culture and society",305.8 dev,,,,"xvi, 400 p.;"
23ce298575625f8d5c0cb2fe1bf25d8f,notes on functional analysis,517.98 bha,,,,"vi, 237 p.;"
a29ad54e3e813c745a6f065a11461241,readings in indian agriculture and industry,338.10954 kri,,,,643 p.;
9d5ee3dfca3c35a52e6619cc6fd7602b,sensor array signal processing,621.3822 nai,,,,"xxi, 533 p.;"
b9182cee0b6c2ac1342af74a9417f0e1,tensors in image processing and computer vision,621.367 aja,,,,"ix, 470 p.;"
f072012225ab2f65bec449d9dc9f85d5,technology in medieval india c. 650-1750,609.54 hab,,,,"ix, 139 p.;"
6ac283ec126d56277c62a1987537f74c,Wavelets,515.2433 rad,,,Springer,"x, 163 p.;"
74e96446d129ab6094be04e9cc04eac0,security access in wireless local area networks: from architecture and protocols to realization,005.8 maj,,,,"xix, 431 p.;"
0b1aed0611fc73b839b6b8b8298965a1,Clustering Challenges in Biological Networks,570.15118 but,,,World Scientific,"xii, 334 p.;"
e4acd251c5d56b28f89615060192c7dd,bioinformatics : a swiss perspective,570.285 app,,,,"xx, 443 p.;"
818cfed939e090781bce300e7f289372,Complex Analysis,515.9 won,,,World Scientific,"viii, 150 p.;"
af6b2b34b09d4372183a5e3cc41b1e4c,Computational Complexity,511.352 aro,,,Cambridge University Press,"xxiv, 579 p.;"
14db0e60e589b1fe167ede055c9c4351,axioms for lattices and boolean algebras,511.33 pad,,,,"xi, 216 p.;"
4e285b9c216031e92c6c481d56a66a1a,data mining : metodi e strategie,006.3 dul,,,,"ix, 177 p.;"
2126f6b10f655affeef1f0d2558bd634,differential geometry applied to dynamical systems,515.39 gin,,,,"xxvii, 312 p.;"
2d426794b16f24b81946c4e53b873179,essentials of cognitive radio,621.384 doy,,,,"xv, 234 p.;"
3d3866c3513c3ea3d26556f8a57cf090,elements of computation theory,004 sin,,,,"xiii, 422 p.;"
20075930b6007c896559da63aa097714,"emerging wireless lans, wireless pans, and wireless mans : ieee 802.11, ieee 802.15, ieee 802.16 wireless standard family",004.68 xia,,,,"xii, 634 p.;"
37df92f8bdbbd07811b7b4130bf3802b,fundamentals of high-frequency cmos analog integrated circuits,621.3815 leb,,,,"xiv, 302 p.;"
459f51fea4deeb007205d0e96bb66955,gis cartography : a guide to effective map design,526.0285 pet,,,,"xvii, 227 p.;"
79403598753dfc8b9f2361b60f3f65eb,essentials of wireless mesh networking,004.68 met,,,,"x, 229 p.;"
142a4b1e06c0315c30b343d4e0215c30,fundamental constants : a mystery of physics,530.81 fri,,,,"xviii, 195 p.;"
8890042b2c62bfd6536ff804c31dc492,from genetics to mathematics,576.50151 lac,,,,"xiv, 219 p.;"
20b00df8cada559215c1b4192910fa4e,Introduction to the Calculus of Variations,515.64 dac,,,,"xii, 285 p.;"
a816a8c3e9409377a59f807d403d6129,introductory text to bioengineering,660.6 chi,,,,"xix, 542 p.;"
1520231cfa5177aba0d80d2dd1027963,"grid computing : infrastructure, service, and applications",004.36 wan,,,,"xvi, 512 p.;"
e57f3787c4cb293943f223e1aab5ca7d,mathematical feynman path integrals and their applications,530.12 maz,,,,"viii, 216 p.;"
